source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalize,"public static java.lang.String normalize(java.lang.String, int, int, int) ","(89, 92)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalize,"public static java.lang.String normalize(java.lang.String, int, int, int) ","(93, 97)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeBMP,"private static java.lang.String normalizeBMP(java.lang.String, int, int, int) ","(106, 121)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeBMP,"private static java.lang.String normalizeBMP(java.lang.String, int, int, int) ","(105, 121)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeBMP,"private static java.lang.String normalizeBMP(java.lang.String, int, int, int) ","(106, 122)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeBMP,"private static java.lang.String normalizeBMP(java.lang.String, int, int, int) ","(122, 198)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeBMP,"private static java.lang.String normalizeBMP(java.lang.String, int, int, int) ","(123, 198)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeUnicode,"private static java.lang.String normalizeUnicode(java.lang.String, int, int, int) ","(204, 206)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeUnicode,"private static java.lang.String normalizeUnicode(java.lang.String, int, int, int) ","(208, 209)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeUnicode,"private static java.lang.String normalizeUnicode(java.lang.String, int, int, int) ","(207, 291)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeUnicode,"private static java.lang.String normalizeUnicode(java.lang.String, int, int, int) ","(207, 290)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,normalizeUnicode,"private static java.lang.String normalizeUnicode(java.lang.String, int, int, int) ","(210, 289)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(312, 314)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(312, 313)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(316, 330)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(317, 330)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(318, 330)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,shapeOf,"public static java.lang.String shapeOf(java.lang.CharSequence, boolean, boolean) ","(374, 384)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,shapeOf,"public static java.lang.String shapeOf(java.lang.CharSequence, boolean, boolean) ","(372, 384)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,shapeOf,"public static java.lang.String shapeOf(java.lang.CharSequence, boolean, boolean) ","(376, 384)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,shapeOf,"public static java.lang.String shapeOf(java.lang.CharSequence, boolean, boolean) ","(370, 384)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/international/pennchinese/ChineseUtils.java,shapeOf,"public static java.lang.String shapeOf(java.lang.CharSequence, boolean, boolean) ","(378, 384)"
